employee_id,request_date,leave_type,approval_status,absence_code
341,6/19/2024,Vacation,Approved,Vacation
342,6/21/2024,Sick,Approved,Sick
369,6/6/2024,Vacation,Approved,Vacation
428,6/30/2024,Parental,Approved,Parental
458,6/22/2024,Personal,Approved,Personal
475,6/13/2024,Vacation,Approved,Vacation
499,6/29/2024,Parental,Approved,Parental
515,6/12/2024,Parental,Approved,Parental
529,6/25/2024,Parental,Approved,Parental
536,6/24/2024,Parental,Approved,Parental
537,6/12/2024,Personal,Approved,Personal
546,6/28/2024,Personal,Approved,Personal
599,6/21/2024,Sick,Approved,Sick
626,6/19/2024,Parental,Approved,Parental
640,6/11/2024,Sick,Approved,Sick
20,7/21/2024,Vacation,Approved,Vacation
30,7/6/2024,Personal,Pending,None
91,7/27/2024,Personal,Approved,Personal
102,7/5/2024,Parental,Approved,Parental
116,7/15/2024,Personal,Approved,Personal
151,7/22/2024,Parental,Approved,Parental
194,7/9/2024,Parental,Approved,Parental
240,7/25/2024,Personal,Approved,Personal
246,7/16/2024,Sick,Approved,Sick
276,7/25/2024,Parental,Approved,Parental
326,7/6/2024,Sick,Approved,Sick
335,7/18/2024,Vacation,Approved,Vacation
343,7/23/2024,Vacation,Approved,Vacation
371,7/16/2024,Sick,Approved,Sick
384,7/24/2024,Parental,Approved,Parental
442,7/18/2024,Personal,Approved,Personal
445,7/19/2024,Vacation,Approved,Vacation
464,7/4/2024,Sick,Approved,Sick
524,7/4/2024,Parental,Approved,Parental
536,7/15/2024,Parental,Approved,Parental
562,7/31/2024,Vacation,Pending,None
574,7/5/2024,Personal,Approved,Personal
579,7/9/2024,Personal,Approved,Personal
594,7/15/2024,Personal,Approved,Personal
609,7/17/2024,Vacation,Approved,Vacation
624,7/16/2024,Personal,Approved,Personal
630,7/13/2024,Vacation,Denied,None
642,7/18/2024,Personal,Pending,None
647,7/11/2024,Sick,Approved,Sick
22,8/21/2024,Sick,Pending,None
78,8/5/2024,Parental,Approved,Parental
117,8/20/2024,Vacation,Approved,Vacation
158,8/11/2024,Personal,Denied,None
273,8/28/2024,Parental,Approved,Parental
276,8/10/2024,Sick,Approved,Sick
279,8/15/2024,Sick,Denied,None
283,8/6/2024,Vacation,Approved,Vacation
303,8/31/2024,Personal,Approved,Personal
307,8/5/2024,Vacation,Approved,Vacation
385,8/24/2024,Vacation,Approved,Vacation
391,8/27/2024,Vacation,Approved,Vacation
414,8/7/2024,Personal,Approved,Personal
431,8/24/2024,Sick,Approved,Sick
433,8/18/2024,Personal,Approved,Personal
442,8/20/2024,Sick,Approved,Sick
495,8/9/2024,Parental,Approved,Parental
510,8/29/2024,Vacation,Approved,Vacation
518,8/4/2024,Parental,Approved,Parental
533,8/24/2024,Sick,Approved,Sick
540,8/10/2024,Sick,Approved,Sick
541,8/23/2024,Sick,Approved,Sick
602,8/10/2024,Sick,Approved,Sick
641,8/11/2024,Sick,Approved,Sick
661,8/29/2024,Parental,Approved,Parental
665,8/12/2024,Vacation,Approved,Vacation
674,8/24/2024,Vacation,Approved,Vacation
2,9/20/2024,Vacation,Pending,None
49,9/10/2024,Personal,Denied,None
72,9/6/2024,Vacation,Approved,Vacation
102,9/14/2024,Parental,Approved,Parental
148,9/5/2024,Personal,Approved,Personal
158,9/10/2024,Personal,Approved,Personal
198,9/4/2024,Vacation,Approved,Vacation
208,9/10/2024,Sick,Denied,None
288,9/27/2024,Personal,Approved,Personal
362,9/8/2024,Vacation,Approved,Vacation
400,9/23/2024,Personal,Approved,Personal
413,9/18/2024,Parental,Approved,Parental
433,9/14/2024,Parental,Approved,Parental
440,9/18/2024,Parental,Approved,Parental
473,9/14/2024,Vacation,Approved,Vacation
497,9/23/2024,Personal,Approved,Personal
550,9/23/2024,Parental,Denied,None
601,9/3/2024,Sick,Approved,Sick
603,9/16/2024,Vacation,Approved,Vacation
604,9/30/2024,Personal,Approved,Personal
606,9/26/2024,Sick,Approved,Sick
60,10/28/2024,Sick,Denied,None
78,10/9/2024,Sick,Approved,Sick
79,10/23/2024,Sick,Approved,Sick
131,10/4/2024,Sick,Approved,Sick
138,10/30/2024,Parental,Pending,None
212,10/23/2024,Parental,Approved,Parental
223,10/12/2024,Vacation,Approved,Vacation
291,10/12/2024,Sick,Approved,Sick
313,10/12/2024,Parental,Approved,Parental
328,10/21/2024,Vacation,Approved,Vacation
343,10/24/2024,Parental,Approved,Parental
351,10/19/2024,Parental,Denied,None
368,10/25/2024,Personal,Denied,None
395,10/12/2024,Sick,Approved,Sick
429,10/10/2024,Vacation,Approved,Vacation
506,10/18/2024,Sick,Approved,Sick
551,10/20/2024,Vacation,Approved,Vacation
610,10/12/2024,Personal,Denied,None
674,10/15/2024,Parental,Approved,Parental
675,10/26/2024,Sick,Approved,Sick
687,10/17/2024,Sick,Approved,Sick
706,10/8/2024,Parental,Approved,Parental
19,11/9/2024,Vacation,Approved,Vacation
37,11/4/2024,Personal,Approved,Personal
45,11/27/2024,Personal,Approved,Personal
106,11/7/2024,Personal,Pending,None
117,11/8/2024,Sick,Approved,Sick
283,11/22/2024,Parental,Approved,Parental
362,11/26/2024,Sick,Approved,Sick
363,11/4/2024,Vacation,Approved,Vacation
407,11/20/2024,Personal,Approved,Personal
431,11/5/2024,Vacation,Pending,None
478,11/17/2024,Vacation,Approved,Vacation
528,11/10/2024,Personal,Approved,Personal
568,11/22/2024,Personal,Approved,Personal
590,11/23/2024,Sick,Denied,None
594,11/8/2024,Parental,Approved,Parental
625,11/5/2024,Sick,Approved,Sick
640,11/29/2024,Personal,Denied,None
662,11/12/2024,Personal,Approved,Personal
717,11/25/2024,Personal,Approved,Personal
718,11/26/2024,Vacation,Approved,Vacation
723,11/25/2024,Personal,Approved,Personal
724,11/9/2024,Sick,Approved,Sick
1,12/30/2024,Parental,Approved,Parental
20,12/20/2024,Parental,Approved,Parental
37,12/16/2024,Sick,Approved,Sick
130,12/18/2024,Parental,Approved,Parental
134,12/7/2024,Parental,Approved,Parental
176,12/23/2024,Sick,Approved,Sick
183,12/12/2024,Vacation,Approved,Vacation
193,12/29/2024,Personal,Approved,Personal
216,12/14/2024,Personal,Approved,Personal
239,12/19/2024,Personal,Approved,Personal
284,12/17/2024,Sick,Approved,Sick
377,12/22/2024,Sick,Approved,Sick
392,12/7/2024,Sick,Approved,Sick
411,12/7/2024,Sick,Approved,Sick
442,12/27/2024,Sick,Approved,Sick
453,12/23/2024,Personal,Denied,None
533,12/10/2024,Sick,Approved,Sick
543,12/8/2024,Sick,Approved,Sick
575,12/21/2024,Parental,Approved,Parental
601,12/22/2024,Parental,Approved,Parental
620,12/25/2024,Sick,Approved,Sick
643,12/26/2024,Vacation,Approved,Vacation
684,12/22/2024,Personal,Approved,Personal
715,12/26/2024,Parental,Approved,Parental
740,12/5/2024,Parental,Approved,Parental
133,1/12/2025,Sick,Approved,Sick
175,1/18/2025,Sick,Approved,Sick
188,1/22/2025,Sick,Denied,None
221,1/13/2025,Sick,Approved,Sick
230,1/6/2025,Vacation,Approved,Vacation
270,1/5/2025,Sick,Approved,Sick
321,1/8/2025,Parental,Approved,Parental
380,1/20/2025,Parental,Approved,Parental
395,1/26/2025,Vacation,Approved,Vacation
418,1/10/2025,Personal,Approved,Personal
456,1/30/2025,Sick,Approved,Sick
463,1/15/2025,Vacation,Approved,Vacation
471,1/9/2025,Sick,Approved,Sick
516,1/14/2025,Personal,Approved,Personal
534,1/7/2025,Parental,Approved,Parental
550,1/26/2025,Vacation,Approved,Vacation
617,1/25/2025,Vacation,Approved,Vacation
633,1/20/2025,Vacation,Approved,Vacation
654,1/11/2025,Personal,Approved,Personal
669,1/4/2025,Vacation,Approved,Vacation
698,1/24/2025,Parental,Approved,Parental
710,1/15/2025,Vacation,Approved,Vacation
713,1/26/2025,Vacation,Approved,Vacation
722,1/7/2025,Vacation,Approved,Vacation
725,1/4/2025,Vacation,Approved,Vacation
751,1/4/2025,Sick,Approved,Sick
34,2/20/2025,Parental,Approved,Parental
98,2/11/2025,Vacation,Approved,Vacation
158,2/5/2025,Parental,Approved,Parental
211,2/3/2025,Parental,Approved,Parental
240,2/13/2025,Parental,Approved,Parental
253,2/22/2025,Parental,Approved,Parental
270,2/1/2025,Personal,Denied,None
284,2/2/2025,Sick,Approved,Sick
300,2/11/2025,Sick,Approved,Sick
328,2/10/2025,Parental,Approved,Parental
339,2/12/2025,Personal,Approved,Personal
382,2/25/2025,Personal,Denied,None
421,2/14/2025,Sick,Approved,Sick
439,2/14/2025,Parental,Approved,Parental
448,2/20/2025,Sick,Denied,None
461,2/19/2025,Vacation,Approved,Vacation
489,2/19/2025,Personal,Approved,Personal
572,2/28/2025,Parental,Denied,None
613,2/13/2025,Sick,Pending,None
652,2/3/2025,Vacation,Approved,Vacation
665,2/17/2025,Personal,Approved,Personal
667,2/2/2025,Parental,Denied,None
672,2/24/2025,Vacation,Approved,Vacation
709,2/8/2025,Parental,Approved,Parental
715,2/12/2025,Personal,Denied,None
720,2/17/2025,Sick,Approved,Sick
723,2/11/2025,Vacation,Approved,Vacation
742,2/9/2025,Sick,Approved,Sick
746,2/9/2025,Parental,Approved,Parental
748,2/24/2025,Sick,Approved,Sick
763,2/10/2025,Sick,Approved,Sick
35,3/5/2025,Vacation,Approved,Vacation
45,3/30/2025,Vacation,Denied,None
78,3/10/2025,Sick,Approved,Sick
98,3/28/2025,Personal,Approved,Personal
138,3/12/2025,Personal,Approved,Personal
147,3/14/2025,Personal,Approved,Personal
173,3/18/2025,Sick,Approved,Sick
215,3/28/2025,Vacation,Approved,Vacation
257,3/17/2025,Vacation,Approved,Vacation
369,3/11/2025,Personal,Approved,Personal
426,3/6/2025,Vacation,Denied,None
446,3/8/2025,Sick,Approved,Sick
462,3/22/2025,Personal,Approved,Personal
489,3/9/2025,Parental,Approved,Parental
511,3/26/2025,Vacation,Approved,Vacation
521,3/9/2025,Vacation,Approved,Vacation
553,3/25/2025,Sick,Approved,Sick
557,3/29/2025,Parental,Pending,None
619,3/17/2025,Personal,Approved,Personal
641,3/27/2025,Parental,Approved,Parental
688,3/25/2025,Parental,Approved,Parental
698,3/12/2025,Sick,Approved,Sick
708,3/12/2025,Parental,Approved,Parental
709,3/21/2025,Vacation,Approved,Vacation
715,3/9/2025,Parental,Approved,Parental
718,3/30/2025,Vacation,Approved,Vacation
783,3/13/2025,Personal,Approved,Personal
784,3/27/2025,Parental,Pending,None
